id,block,far_mean,far_median,far_stddev,ladu_mean,ladu_median,ladu_stddev,os_mean,os_median,os_stddev,far_1,far_2,far_3
708,303,0.84,0.83,0.14,1676.88,1606.16,711.63,69.16,68.9,6.83,0.75,0.84,0.92
709,308,0.79,0.77,0.1,2075.42,1845.0,701.73,68.33,69.35,7.18,0.75,0.77,0.83
711,346,1.4,1.35,0.39,921.01,827.84,327.82,48.06,48.7,8.86,1.2,1.36,1.56
712,343,1.2,0.85,0.77,1986.93,1565.0,1805.18,50.56,63.66,26.49,0.68,0.86,1.67
713,341,1.18,1.2,0.41,1698.1,1181.25,1298.71,43.24,42.73,23.95,0.92,1.2,1.5
714,340,1.19,0.93,0.54,1996.81,800.5,2355.15,41.7,40.8,23.73,0.79,0.93,1.78
715,339,1.19,1.02,0.43,1419.83,1205.0,802.68,50.17,52.31,18.55,0.88,1.02,1.51
716,338,1.1,0.85,0.57,1536.3,1138.25,1267.99,59.96,59.19,11.22,0.82,0.85,1.44
717,342,0.92,0.9,0.4,1718.9,1645.5,852.88,56.1,61.46,21.0,0.64,0.9,1.0
718,347,1.08,1.0,0.42,1205.96,868.75,1022.2,50.05,53.5,18.51,0.73,1.0,1.34
719,350,0.71,0.21,0.7,5150.43,6032.0,3477.73,67.07,79.1,17.14,0.21,0.21,0.96
720,351,0.56,0.56,0.45,10882.65,10882.65,5046.35,79.83,79.83,8.12,0.34,0.56,0.79
722,359,1.15,1.04,0.6,1409.59,1103.66,969.65,54.29,60.55,19.93,0.72,1.04,1.44
723,361,0.99,1.1,0.46,1052.12,769.5,478.78,60.65,59.46,12.21,0.64,1.1,1.37
724,363,0.7,0.64,0.36,2278.68,1209.5,1942.13,65.3,72.15,20.96,0.38,0.64,0.93
725,373,0.88,0.82,0.47,1775.81,1341.0,1410.13,60.39,66.87,23.07,0.48,0.82,1.05
726,375,2.34,2.3,0.5,444.97,394.0,102.14,16.82,15.11,5.87,2.02,2.3,2.64
727,369,0.99,0.87,0.53,1453.93,1630.0,556.83,54.7,53.36,14.76,0.62,0.87,1.15
736,387,0.3,0.3,0.07,11318.83,10593.5,3517.59,85.65,86.2,3.3,0.28,0.3,0.32
737,274,0.56,0.54,0.23,6834.76,2499.5,22553.16,76.54,77.5,8.3,0.42,0.54,0.61
738,271,0.63,0.64,0.18,5071.64,2091.0,13764.35,71.33,71.64,10.52,0.53,0.64,0.74
739,326,0.55,0.48,0.24,3298.99,2808.3,1896.84,53.86,70.05,31.03,0.35,0.48,0.78
740,311,0.6,0.64,0.19,2480.32,1762.5,1535.65,73.42,72.11,10.5,0.49,0.64,0.71
741,315,0.65,0.58,0.12,1752.94,1449.66,611.93,74.9,75.43,2.48,0.56,0.58,0.75
742,267,0.5,0.48,0.17,2677.73,2062.5,1379.75,74.87,76.41,6.64,0.42,0.48,0.6
743,232,0.67,0.65,0.23,2398.33,1998.75,1399.66,67.68,72.0,13.44,0.46,0.64,0.82
744,140,0.21,0.19,0.06,10680.47,10080.0,2371.16,84.67,84.1,3.16,0.16,0.19,0.24
745,108,0.24,0.23,0.09,10808.29,10654.0,717.01,84.37,84.05,3.12,0.16,0.24,0.31
747,70,0.39,0.37,0.12,3791.06,3999.0,1155.54,78.97,80.48,7.09,0.3,0.37,0.48
748,58,0.38,0.36,0.17,3849.91,3800.75,1558.1,78.33,78.19,4.96,0.23,0.36,0.52
749,46,0.52,0.49,0.19,12590.23,5506.0,19024.01,69.68,74.71,16.17,0.38,0.49,0.62
