id,ML,street_name,street_number,zone,block,total_rooms,bedrooms,first_floor_area,land_area,living_area,neighborhood,num_stories,FAR,LADU,OPEN,lot,lat
9307,202-47,Hubbard Ave,50,C-1,114,15,7,1266,4948,3241,Neighborhood Nine,2.5,0.66,2474.0,74.41,-71.1276422027,42.3886246326
8942,202-48,Hubbard Ave,46,C-1,114,11,5,1184,7490,2770,Neighborhood Nine,2.5,0.37,3745.0,84.19,-71.1274790544,42.3886037429
239,202-5,Richdale Ave,155,C-1A,103,13,6,910,3124,2170,Neighborhood Nine,2.5,0.69,1562.0,70.87,-71.1267985698,42.3893280565
7960,202-50,Hubbard Ave,38,C-1,114,6,3,480,4299,1000,Neighborhood Nine,2.0,0.23,4299.0,88.83,-71.1271034409,42.3885132939
8032,202-51,Hubbard Ave,36,C-1,114,7,3,749,3788,1426,Neighborhood Nine,2.0,0.38,3788.0,80.23,-71.1270496945,42.3885082771
6039,202-56,Hubbard Ave,20,C-1,114,60,24,3050,13625,12155,Neighborhood Nine,0.0,0.89,1135.42,77.61,-71.1265118021,42.3884429419
5337,202-6,Richdale Ave,147,C-1A,103,10,5,828,3139,2277,Neighborhood Nine,0.0,0.73,1569.5,73.62,-71.126525584,42.3892826077
6881,202-64,Hubbard Ave,2,C-1,114,11,6,1254,3371,2814,Neighborhood Nine,0.0,0.83,1685.5,62.8,-71.1256629089,42.3882964696
8922,202-67,Walden St,101,C-1,114,9,3,1158,4371,2745,Neighborhood Nine,2.25,0.63,4371.0,73.51,-71.1260782428,42.3879878748
3927,202-71,Walden St,121,C-1,114,11,5,744,7868,2899,Neighborhood Nine,2.5,0.37,3934.0,90.54,-71.1268225614,42.3877415688
3055,202-74,Walden St,137,C-1,114,16,8,3674,5030,3674,Neighborhood Nine,0.0,0.73,2515.0,26.96,-71.1272964495,42.3876270477
6450,202-75,Walden St,143,C-1,114,12,6,1446,5010,3582,Neighborhood Nine,2.5,0.71,2505.0,71.14,-71.1274306597,42.3875573099
5439,202-76,Raymond St,149,C-1,114,18,10,3290,4999,3290,Neighborhood Nine,0.0,0.66,2499.5,34.19,-71.1275136242,42.3878363794
10817,202-77,Raymond St,153,C-1,114,10,4,1325,4999,2650,Neighborhood Nine,2.0,0.53,2499.5,73.49,-71.1277545618,42.387940543
5440,202-78,Raymond St,157,C-1,114,10,4,838,4999,2189,Neighborhood Nine,0.0,0.44,2499.5,83.24,-71.127843624,42.3881145142
6543,202-79,Raymond St,161,C-1,114,15,6,1054,4946,3270,Neighborhood Nine,0.0,0.66,1648.67,78.69,-71.1278659467,42.3881888101
7160,202-80,Raymond St,165,C-1,114,7,3,986,4119,1932,Neighborhood Nine,2.0,0.47,4119.0,76.06,-71.1279540884,42.3883440876
8150,202-81,Raymond St,171,C-1,114,8,4,1070,3040,1625,Neighborhood Nine,2.0,0.53,3040.0,64.8,-71.1280314153,42.3884889299
12163,202-82,Hubbard Ave,14,C-1,114,10,6,877,3157,1968,Neighborhood Nine,2.5,0.62,3157.0,72.22,-71.1261970181,42.3883924988
6523,202-84,Hubbard Ave,10,C-1,114,8,3,646,2144,1442,Neighborhood Nine,2.5,0.67,2144.0,69.87,-71.1259411482,42.3883511915
8428,202-86,Richdale Ave,121,C-1A,103,16,7,1348,3629,3780,Neighborhood Nine,3.0,1.04,1209.67,62.85,-71.1257188172,42.3892037352
10774,202-90,Richdale Ave,113,C-1A,103,82,39,7277,18415,24346,Neighborhood Nine,0.0,1.32,920.75,60.48,-71.1252460971,42.3891217852
8325,202-91,Richdale Ave,142,C-1,107,10,4,1173,4800,2576,Neighborhood Nine,2.5,0.54,2400.0,75.56,-71.1263120954,42.3890111037
11797,202-95,Walden St,117,C-1,114,12,6,900,6355,2902,Neighborhood Nine,2.0,0.46,3177.5,85.84,-71.1265822882,42.3878070094
11216,202-96,Walden St,113,C-1,114,11,5,1063,5649,3039,Neighborhood Nine,2.75,0.54,2824.5,81.18,-71.1264268977,42.387853966
5015,202-99,Hubbard Ave,12,C-1,114,8,4,659,2636,1556,Neighborhood Nine,2.5,0.59,2636.0,75.0,-71.1260769953,42.388374005
5714,203A-10,Blair Pl,6,B,97,None,None,2814,10012,11256,Neighborhood Nine,3.0,1.12,834.33,71.89,-71.1316005151,42.3897953541
10635,203A-15,Bolton St,71,C-1A,97,39,21,7319,9810,7319,Neighborhood Nine,0.0,0.75,1401.43,25.39,-71.1319337287,42.3902049282
8950,203A-20,Bolton St,80,B,97,6,3,476,2193,1156,Neighborhood Nine,2.25,0.53,2193.0,78.29,-71.1313261653,42.389988539
2492,203A-30,Bolton St,74,B,97,6,2,592,1749,928,Neighborhood Nine,1.75,0.53,1749.0,66.15,-71.1317115365,42.3900147109
11247,203A-31,Bolton St,76,B,97,4,1,684,3091,684,Neighborhood Nine,1.0,0.22,3091.0,77.87,-71.1316298758,42.3900314189
11009,203A-33,Bolton St,78,B,97,4,2,740,2640,1388,Neighborhood Nine,2.0,0.53,2640.0,71.97,-71.1314453308,42.3899830131
10127,203A-4,Sherman St,108,B,97,7,2,1094,9999,1814,Neighborhood Nine,1.75,0.18,9999.0,89.06,-71.1325186037,42.3894642056
846,203A-5,Sherman St,116,B,97,18,8,3447,4999,3447,Neighborhood Nine,0.0,0.69,1249.75,31.05,-71.1323802913,42.3897556033
5761,203A-65,Sherman St,122,B,97,10,6,808,3068,2122,Neighborhood Nine,0.0,0.69,1534.0,73.66,-71.1323954414,42.3898292208
614,203A-66,Sherman St,124,B,97,8,3,550,1931,813,Neighborhood Nine,1.75,0.42,965.5,71.52,-71.1325519721,42.3898567427
4215,203A-67,Blair Pl,7,B,97,13,6,1056,4999,2539,Neighborhood Nine,0.0,0.51,2499.5,78.88,-71.1319095497,42.3898249999
1179,203A-68,Blair Pl,9,B,97,9,4,1295,4999,1295,Neighborhood Nine,1.0,0.26,4999.0,74.09,-71.1320116811,42.3896975066
8663,203A-69,Bolton St,61,C-1A,97,100,40,3690,19585,22178,Neighborhood Nine,0.0,1.13,979.25,81.16,-71.1323500463,42.3903992712
11648,203A-7,Sherman St,132,B,97,None,None,2970,9627,11880,Neighborhood Nine,3.0,1.23,802.25,69.15,-71.1325759598,42.3900441263
2992,203A-8,Bolton St,68,B,97,27,15,4369,9690,6168,Neighborhood Nine,0.0,0.64,1615.0,54.91,-71.1322266271,42.3901005526
7386,204-124,Raymond St,142,C-1,106,16,7,1539,4482,4113,Neighborhood Nine,3.0,0.92,1494.0,65.66,-71.1278267226,42.3877032885
10928,204-125,Walden St,149,C-1,106,24,7,1330,3495,3765,Neighborhood Nine,0.0,1.08,1165.0,61.95,-71.1277749477,42.387420005
12103,204-126,Walden St,151,C-1,106,15,5,1294,2523,3790,Neighborhood Nine,0.0,1.5,841.0,48.71,-71.1279114263,42.3873895443
3977,204-127,Walden St,153,C-1,106,16,6,830,3757,2490,Neighborhood Nine,0.0,0.66,1252.33,77.91,-71.1280266233,42.3873487127
685,204-128,Walden St,155,C-1,106,19,6,1137,3579,2999,Neighborhood Nine,0.0,0.84,1193.0,68.23,-71.1281897074,42.3872860356
7093,204-129,Walden St,157,C-1,106,15,6,991,3579,2973,Neighborhood Nine,3.0,0.83,1193.0,72.31,-71.1283242466,42.3872385321
407,204-130,Wood St,1,C-1,106,6,2,602,2978,1022,Neighborhood Nine,2.0,0.34,2978.0,79.79,-71.1292815984,42.3871774801
2826,204-132,Wood St,35,C-1,106,15,5,1124,4522,3228,Neighborhood Nine,3.0,0.71,1507.33,75.14,-71.1297061765,42.3878268076
11097,204-133,Wood St,31,C-1,106,15,6,935,4522,2823,Neighborhood Nine,0.0,0.62,1507.33,79.32,-71.1296204992,42.3877320275
2269,204-134,Wood St,27,C-1,106,15,6,1052,4522,3156,Neighborhood Nine,3.0,0.7,1507.33,76.74,-71.1295512525,42.3876291212
8816,204-135,Wood St,23,C-1,106,15,6,940,6650,2878,Neighborhood Nine,0.0,0.43,2216.67,85.86,-71.1295052901,42.3875158853
4490,204-136,Raymond St,156,C-1,106,10,4,982,3870,2470,Neighborhood Nine,0.0,0.64,1935.0,74.63,-71.1281181872,42.3881413292
9837,204-137,Raymond St,154,C-1,106,11,5,1122,3870,3063,Neighborhood Nine,2.25,0.79,1935.0,71.01,-71.1280428016,42.3880484384
10867,204-138,Raymond St,150,C-1,106,12,5,932,3870,2097,Neighborhood Nine,0.0,0.54,1935.0,75.92,-71.1279903723,42.3879286054
10296,204-139,Raymond St,146,C-1,106,12,4,1152,3870,2577,Neighborhood Nine,2.25,0.67,1935.0,70.23,-71.1279050445,42.3878276609
1515,204-14,Walden St,189,C-1,106,10,4,1228,2550,2507,Neighborhood Nine,0.0,0.98,1275.0,51.84,-71.1290769588,42.3869526631
2904,204-146,Wood St,5,C-1,106,15,4,1127,6064,3415,Neighborhood Nine,3.0,0.56,2021.33,81.41,-71.1293319304,42.3872609525
3803,204-147,Lincoln Way,66,C-1,106,None,None,6119,134838,21466,Neighborhood Nine,3.0,0.16,8427.38,95.46,-71.1288919538,42.3883506085
9254,204-151,Sheridan St,45,C-1,106,8,4,928,3484,2486,Neighborhood Nine,2.0,0.71,3484.0,73.36,-71.1297445941,42.3879794452
12305,204-152,Walden St,249,BA-4,122,None,None,3132,6352,8952,Neighborhood Nine,3.0,1.41,1058.67,50.69,-71.1309261454,42.3862792365
9241,204-25,Sheridan St,41,C-1,106,7,4,690,2921,1380,Neighborhood Nine,2.25,0.47,2921.0,76.38,-71.1295285281,42.3880554716
9747,204-33,Sheridan St,9,C-1,106,20,10,1742,3829,3632,Neighborhood Nine,0.0,0.95,957.25,54.51,-71.1286444336,42.3883960294
12078,204-6,Raymond St,178,C-1,106,14,6,4027,5303,4027,Neighborhood Nine,0.0,0.76,2651.5,24.06,-71.1283821898,42.3885991783
4483,204-8,Raymond St,168,C-1,106,20,7,1688,6734,4175,Neighborhood Nine,0.0,0.62,1683.5,74.93,-71.1281993722,42.3882713581
4267,204-80,Walden St,185,C-1,106,9,5,1205,6493,2559,Neighborhood Nine,2.25,0.39,3246.5,81.44,-71.128840293,42.3870418875
3444,204-83,Walden St,237,C-1,122,None,None,1581,4466,4811,Neighborhood Nine,3.0,1.08,893.2,64.6,-71.1305416511,42.3864155808
3146,205-10,Stearns St,51,C-1,139,6,3,750,3130,1500,Neighborhood Nine,2.0,0.48,3130.0,76.04,-71.1299454907,42.3859724136
6668,205-11,Stearns St,47,C-1,139,10,6,1314,3149,2608,Neighborhood Nine,2.25,0.83,1574.5,58.27,-71.1300675396,42.3859246707
12034,205-12,Stearns St,43,C-1,139,10,4,1065,3168,2359,Neighborhood Nine,2.25,0.74,1584.0,66.38,-71.1301391048,42.3858681155
9595,205-13,Stearns St,41,C-1,139,8,2,1012,3187,2308,Neighborhood Nine,2.5,0.72,3187.0,68.25,-71.1302714904,42.3858355052
9072,205-14,Sherman St,36,C-1,139,15,6,1292,2880,3876,Neighborhood Nine,3.0,1.35,960.0,55.14,-71.1305871529,42.3857580542
2546,205-15,Sherman St,38,C-1,139,8,4,2771,2880,2771,Neighborhood Nine,0.0,0.96,1440.0,3.78,-71.1306442022,42.3858326177
113,205-16,Sherman St,40,C-1,139,5,3,866,2880,1256,Neighborhood Nine,2.0,0.44,2880.0,69.93,-71.1306979432,42.3859317887
1588,205-17,Sherman St,34,C-1,148,7,4,816,3200,1977,Neighborhood Nine,2.5,0.62,3200.0,74.5,-71.1303628695,42.3856218946
1626,205-18,Stearns St,42,C-1,148,10,4,1067,2880,2719,Neighborhood Nine,2.5,0.94,2880.0,62.95,-71.1301318455,42.3857283316
7704,205-19,Stearns St,44,C-1,148,10,4,988,2880,2158,Neighborhood Nine,2.5,0.75,1440.0,65.69,-71.130067496,42.3857295147
10330,205-20,Stearns St,48,C-1,148,8,4,944,2880,1888,Neighborhood Nine,2.0,0.66,2880.0,67.22,-71.1299155041,42.3857984187
3374,205-21,Stearns St,50,C-1,148,7,2,815,2880,1439,Neighborhood Nine,2.5,0.5,2880.0,71.7,-71.1298015721,42.385818223
12807,205-23,Stearns St,58,C-1,148,11,5,1235,4457,3644,Neighborhood Nine,3.0,0.82,4457.0,72.29,-71.129554024,42.3859201772
2111,205-25,Fenno St,57,C-1,148,9,3,898,3139,2410,Neighborhood Nine,2.75,0.77,1569.5,71.39,-71.129227548,42.3856148214
3857,205-26,Fenno St,53,C-1,148,11,5,667,2880,1806,Neighborhood Nine,2.75,0.63,1440.0,76.84,-71.1293402254,42.3855715811
1706,205-27,Fenno St,49,C-1,148,10,5,787,2880,2021,Neighborhood Nine,2.5,0.7,1440.0,72.67,-71.1294707459,42.3855223249
4357,205-28,Fenno St,47,C-1,148,10,5,1075,2880,2239,Neighborhood Nine,2.25,0.78,1440.0,62.67,-71.129572521,42.3855086091
9954,205-29,Fenno St,43,C-1,148,10,4,1390,2880,2586,Neighborhood Nine,2.25,0.9,1440.0,51.74,-71.1296519193,42.3854555338
10392,205-3,Walden St,240,C-1,139,8,4,881,3600,1762,Neighborhood Nine,2.25,0.49,3600.0,75.53,-71.1305717034,42.3862261519
10747,205-30,Fenno St,39,C-1,148,9,4,887,2880,1977,Neighborhood Nine,2.25,0.69,1440.0,69.2,-71.1298389116,42.3853868832
6000,205-31,Fenno St,33,C-1,148,8,5,839,2880,2077,Neighborhood Nine,2.5,0.72,2880.0,70.87,-71.1299567462,42.3853406726
33,205-32,Sherman St,26,C-1,148,6,2,951,3200,1878,Neighborhood Nine,2.25,0.59,1600.0,70.28,-71.1302395547,42.3852447683
4246,205-33,Sherman St,28,C-1,148,14,5,875,3200,2625,Neighborhood Nine,0.0,0.82,1066.67,72.66,-71.1303168935,42.385358527
1199,205-34,Sherman St,32,C-1,148,15,6,826,3200,2426,Neighborhood Nine,0.0,0.76,1066.67,74.19,-71.1303642048,42.3854593287
10760,205-44,Upland Rd,233,C-1,128,9,5,899,3397,2234,Neighborhood Nine,2.5,0.66,3397.0,73.54,-71.1280940799,42.3859998229
7351,205-45,Upland Rd,235,C-1,128,14,8,1382,3600,3739,Neighborhood Nine,2.75,1.04,1800.0,61.61,-71.1282283345,42.3859416214
9189,205-46,Upland Rd,239,C-1,128,14,6,1444,3600,3938,Neighborhood Nine,2.75,1.09,1800.0,59.89,-71.128359706,42.3858848429
8061,205-47,Upland Rd,241,C-1,128,14,6,1238,4347,2992,Neighborhood Nine,0.0,0.69,2173.5,71.52,-71.1284200442,42.3858427767
12967,205-48,Newell St,8,C-1,144,14,6,1160,3694,3437,Neighborhood Nine,0.0,0.93,1847.0,68.6,-71.1288343913,42.3858472417
9714,205-49,Newell St,4,C-1,144,13,4,1410,4113,3495,Neighborhood Nine,2.75,0.85,2056.5,65.72,-71.1287435063,42.3857639497
11158,205-5,Walden St,236,C-1,139,9,4,885,3600,1911,Neighborhood Nine,2.25,0.53,3600.0,75.42,-71.1302134354,42.3863533055
8595,205-55,Walden St,218,C-1,135,15,6,1008,4296,3024,Neighborhood Nine,3.0,0.7,1432.0,76.54,-71.1298201862,42.3864874748
9709,205-56,Walden St,212,C-1,135,14,6,1008,4528,3024,Neighborhood Nine,3.0,0.67,1509.33,77.74,-71.1296502059,42.3865451175
5952,205-58,Walden St,198,C-1,128,15,6,1074,3800,3222,Neighborhood Nine,3.0,0.85,1266.67,71.74,-71.1291512918,42.3866989072
12418,205-59,Walden St,194,C-1,128,20,7,952,3800,2892,Neighborhood Nine,0.0,0.76,1266.67,74.95,-71.1290321973,42.3867701434
445,205-6,Walden St,234-A,C-1,139,25,8,1818,5761,3816,Neighborhood Nine,0.0,0.66,1440.25,68.44,-71.1301467204,42.3863954691
1139,205-60,Walden St,190,C-1,128,15,6,1049,3800,3147,Neighborhood Nine,3.0,0.83,1266.67,72.39,-71.1288761169,42.3867998607
3966,205-61,Walden St,186,C-1,128,6,2,897,3821,1521,Neighborhood Nine,2.0,0.4,3821.0,76.52,-71.1288088029,42.386854883
3847,205-68,Newell St,14,C-1,144,10,5,1103,4821,2380,Neighborhood Nine,2.0,0.49,2410.5,77.12,-71.1290515034,42.3860384766
12670,205-76,Chetwynd Rd,6,C-1,128,5,2,552,3984,948,Neighborhood Nine,1.75,0.24,3984.0,86.14,-71.1286601841,42.38642544
10809,205-77,Chetwynd Rd,8,C-1,128,5,2,562,3663,958,Neighborhood Nine,1.75,0.26,3663.0,84.66,-71.1284975859,42.3864937363
4447,205-78,Chetwynd Rd,1,C-1,128,8,3,876,4087,1644,Neighborhood Nine,2.0,0.4,4087.0,78.57,-71.128783688,42.3861611801
3270,205-79,Chetwynd Rd,3,C-1,128,5,2,728,3464,1124,Neighborhood Nine,1.75,0.32,3464.0,78.98,-71.1286338807,42.386227214
6848,205-80,Chetwynd Rd,5,C-1,128,6,2,687,3464,1083,Neighborhood Nine,1.75,0.31,3464.0,80.17,-71.1285009793,42.3862847054
4135,205-81,Chetwynd Rd,7,C-1,128,7,3,552,3613,1256,Neighborhood Nine,2.0,0.35,3613.0,84.72,-71.128380112,42.386336265
10726,205-82,Chetwynd Rd,4,C-1,128,5,2,728,4142,1124,Neighborhood Nine,1.75,0.27,4142.0,82.42,-71.128809818,42.3863627474
10823,205-84,Walden St,202,C-1,128,7,4,769,2850,1863,Neighborhood Nine,2.75,0.65,2850.0,73.02,-71.1293713729,42.3866542457
12916,205-85,Newell St,25,C-1,128,6,2,600,2366,1320,Neighborhood Nine,2.5,0.56,2366.0,74.64,-71.1293072775,42.3865176808
1200,205-86,Newell St,21,C-1,128,16,8,3455,4757,3455,Neighborhood Nine,0.0,0.73,2378.5,27.37,-71.129115607,42.3863817652
1914,205-87,Stearns St,65,C-1,135,5,2,570,3044,966,Neighborhood Nine,1.75,0.32,3044.0,81.27,-71.1294711927,42.3861380802
307,205-88,Newell St,24,C-1,135,5,2,728,2931,1124,Neighborhood Nine,1.75,0.38,2931.0,75.16,-71.1294033549,42.3863624451
5672,205-89,Newell St,20,C-1,135,5,2,664,2563,1060,Neighborhood Nine,1.75,0.41,2563.0,74.09,-71.1292944072,42.3862695065
2690,205-9,Stearns St,55,C-1,139,6,2,1500,5301,2769,Neighborhood Nine,2.25,0.52,5301.0,71.7,-71.1297767464,42.3860150095
8257,205-90,Newell St,10,C-1,144,10,4,1144,5348,3172,Neighborhood Nine,3.0,0.59,2674.0,78.61,-71.1289466425,42.385941125
2189,205-92,Walden St,252,C-1,139,7,3,686,2463,1527,Neighborhood Nine,2.25,0.62,1231.5,72.15,-71.1307555036,42.3861457543
11164,205-93,Walden St,248,C-1,139,18,9,1361,3200,4083,Neighborhood Nine,3.0,1.28,1066.67,57.47,-71.1306349815,42.3862061653
2748,206-1,Sherman St,24,C-1,144,6,2,664,3200,1636,Neighborhood Nine,2.25,0.51,3200.0,79.25,-71.130129979,42.3850880281
8902,206-13,Upland Rd,226,C-1,141,11,5,1270,6170,3418,Neighborhood Nine,2.75,0.55,3085.0,79.42,-71.1278415928,42.3858209596
8837,206-14,Upland Rd,224,C-1,141,14,6,1060,3999,3199,Neighborhood Nine,0.0,0.8,1333.0,73.49,-71.1277326086,42.3859043287
6480,206-15,Upland Rd,216,C-1,141,12,8,1147,4999,3088,Neighborhood Nine,2.75,0.62,2499.5,77.06,-71.1275111541,42.3859956082
7851,206-16,Upland Rd,212,B,141,11,7,1061,5999,2334,Neighborhood Nine,2.25,0.39,5999.0,82.31,-71.1273954429,42.3860603599
5774,206-17,Raymond St,106,B,141,9,5,1086,5781,2745,Neighborhood Nine,2.75,0.47,5781.0,81.21,-71.1269498701,42.386165558
1827,206-18,Raymond St,102,B,141,7,4,936,5424,1872,Neighborhood Nine,2.0,0.35,5424.0,82.74,-71.1270365722,42.3859381327
6327,206-19,Raymond St,98,B,141,13,4,1861,6420,5125,Neighborhood Nine,2.75,0.8,3210.0,71.01,-71.1267999739,42.3858860341
2375,206-20,West Bellevue Ave,5,B,141,9,4,1322,5859,3260,Neighborhood Nine,2.5,0.56,5859.0,77.44,-71.1271394014,42.3856712983
8829,206-21,West Bellevue Ave,9,B,141,8,4,1309,6316,2508,Neighborhood Nine,2.25,0.4,6316.0,79.27,-71.127444911,42.3856315647
11258,206-22,West Bellevue Ave,10,B,141,14,7,1978,5975,4893,Neighborhood Nine,2.5,0.82,2987.5,66.9,-71.1272328454,42.385475644
3765,206-23,West Bellevue Ave,6,B,141,7,3,931,3788,2141,Neighborhood Nine,2.75,0.57,3788.0,75.42,-71.1270216004,42.3855355313
5956,206-24,Raymond St,90,B,141,10,4,1534,6143,3683,Neighborhood Nine,2.5,0.6,6143.0,75.03,-71.12670025,42.3856204012
1959,206-25,Raymond St,84,B,141,10,4,1236,5614,2638,Neighborhood Nine,2.5,0.47,5614.0,77.98,-71.1266199178,42.3855014879
5648,206-27,Huron Ave,19,B,141,12,6,1358,3950,3600,Neighborhood Nine,2.75,0.91,1975.0,65.62,-71.1270745702,42.3851891458
8370,206-29,Upland Rd,269,C-1,144,8,5,1092,4500,2331,Neighborhood Nine,2.5,0.52,4500.0,75.73,-71.1283093563,42.3852349811
1152,206-30,Upland Rd,273,C-1,144,10,4,2390,4500,2390,Neighborhood Nine,0.0,0.53,2250.0,46.89,-71.128235487,42.3850964375
9692,206-31,Upland Rd,285,B,144,16,6,2187,8738,3841,Neighborhood Nine,0.0,0.44,2912.67,74.97,-71.1280456906,42.3848889357
8770,206-32,Huron Ave,57,B,144,15,6,1241,4428,3947,Neighborhood Nine,3.0,0.89,1476.0,71.97,-71.1282616711,42.3846881372
1558,206-33,Huron Ave,61,B,144,10,4,1201,3692,2501,Neighborhood Nine,2.25,0.68,3692.0,67.47,-71.1283994424,42.3846371086
10862,206-34,Huron Ave,63,B,144,13,5,1222,3511,2750,Neighborhood Nine,2.25,0.78,1755.5,65.2,-71.1285041827,42.3845659753
9399,206-37,Huron Ave,77,B,144,18,9,1454,3744,4362,Neighborhood Nine,3.0,1.17,1248.0,61.16,-71.1289053286,42.3843216693
352,206-38,Huron Ave,81,B,144,18,9,1440,3675,4320,Neighborhood Nine,3.0,1.18,1225.0,60.82,-71.1290077753,42.384242015
7839,206-44,Winslow St,42,C-1,144,14,6,1761,6640,4707,Neighborhood Nine,3.0,0.71,2213.33,73.48,-71.1290000928,42.3849135321
1035,206-45,Winslow St,54,C-1,144,26,12,7255,10220,7255,Neighborhood Nine,0.0,0.71,2555.0,29.01,-71.1286293989,42.3850834393
2313,206-46,Winslow St,49,C-1,144,8,5,1185,11480,2036,Neighborhood Nine,2.25,0.18,11480.0,89.68,-71.1289028891,42.3851212081
3558,206-47,Winslow St,41,C-1,144,33,15,6494,10329,8700,Neighborhood Nine,0.0,0.84,1721.5,37.13,-71.1292238845,42.3851357211
12742,206-48,Winslow St,25,C-1,144,38,19,7802,10450,7802,Neighborhood Nine,0.0,0.75,2090.0,25.34,-71.1295364216,42.3848043015
5443,206-49,Sherman St,14,C-1,144,15,7,3358,5200,3358,Neighborhood Nine,0.0,0.65,1733.33,35.42,-71.1297880099,42.3846684458
12605,206-5,Fenno St,48,C-1,144,5,3,882,2367,1883,Neighborhood Nine,3.0,0.8,2367.0,62.74,-71.1294645713,42.3853585032
12774,206-50,Sherman St,20,C-1,144,7,2,1195,5127,2229,Neighborhood Nine,2.0,0.43,5127.0,76.69,-71.129950794,42.3848948007
7071,206-51,Sherman St,22-1/2,C-1,144,14,7,2436,3708,2841,Neighborhood Nine,0.0,0.77,1854.0,34.3,-71.1300362919,42.3850198736
3548,206-52,Upland Rd,257,C-1,144,12,5,1422,6711,3857,Neighborhood Nine,2.75,0.57,6711.0,78.81,-71.1286300517,42.3856864807
6268,206-53,Upland Rd,259,C-1,144,13,6,1381,3667,3425,Neighborhood Nine,2.5,0.93,1833.5,62.34,-71.1285664025,42.385576323
3981,206-55,Upland Rd,263,C-1,144,13,7,1373,3528,3461,Neighborhood Nine,2.5,0.98,1764.0,61.08,-71.1283944518,42.3854018189
1421,206-56,Upland Rd,265,C-1,144,11,5,1369,3808,3388,Neighborhood Nine,2.5,0.89,3808.0,64.05,-71.1283432094,42.3852939419
1474,206-58,Upland Rd,234,C-1,141,11,5,1502,3690,3363,Neighborhood Nine,2.25,0.91,1845.0,59.3,-71.1281110875,42.3857584538
3724,206-59,Upland Rd,230,C-1,141,18,9,1733,5065,5199,Neighborhood Nine,3.0,1.03,1688.33,65.78,-71.1280032389,42.3857638508
6478,206-6,Fenno St,52,C-1,144,5,3,650,2298,1222,Neighborhood Nine,2.0,0.53,2298.0,71.71,-71.1293418324,42.3854039196
11654,206-60,Upland Rd,262,C-1,141,15,6,1128,3654,3393,Neighborhood Nine,3.0,0.93,1218.0,69.13,-71.1281432368,42.3854521379
6237,206-61,Huron Ave,15,B,141,8,4,1056,2556,2695,Neighborhood Nine,2.5,1.05,2556.0,58.69,-71.1269846182,42.3852323378
9476,206-62,Huron Ave,11,B,141,9,5,1068,2556,2503,Neighborhood Nine,2.5,0.98,1278.0,58.22,-71.1268480116,42.3852965171
709,206-65,Upland Rd,258,C-1,141,18,6,950,2106,2980,Neighborhood Nine,0.0,1.42,702.0,54.89,-71.1282093639,42.3855230309
9009,206-66,Upland Rd,254,C-1,141,12,6,990,2157,3056,Neighborhood Nine,0.0,1.42,719.0,54.1,-71.128286675,42.3856268905
12745,206-68,Upland Rd,268,B,141,6,3,1000,3825,1930,Neighborhood Nine,2.0,0.5,3825.0,73.86,-71.1279669605,42.3853387654
11376,206-69,Sherman St,10,C-1,144,10,3,939,3884,2066,Neighborhood Nine,2.25,0.53,1942.0,75.82,-71.1296884535,42.3845071811
7475,206-7,Fenno St,56,C-1,144,6,2,704,2228,1188,Neighborhood Nine,2.25,0.53,2228.0,68.4,-71.1292023662,42.3854377521
7553,206-70,Sherman St,6,C-1,144,29,12,4490,7886,7135,Neighborhood Nine,0.0,0.9,1314.33,43.06,-71.1294768513,42.3843877365
12399,206-73,Sherman St,4-A,B,144,None,None,1773,4436,5319,Neighborhood Nine,3.0,1.2,739.33,60.03,-71.1294562736,42.3842172135
5868,206-74,Sherman St,2,B,144,None,None,1779,5745,5337,Neighborhood Nine,3.0,0.93,957.5,69.03,-71.1293277514,42.3840934186
8835,206-75,Upland Rd,272,B,141,9,4,1270,4250,3367,Neighborhood Nine,2.75,0.79,4250.0,70.12,-71.1279913634,42.3852368379
6340,206-77,Newell Ter,6,B,141,11,4,1040,4369,2340,Neighborhood Nine,2.25,0.54,2184.5,76.2,-71.1275968715,42.3853351599
3941,206-79,Fenno St,38,C-1,144,9,4,1071,3374,2473,Neighborhood Nine,0.0,0.73,1687.0,68.26,-71.1297930264,42.3851978114
515,206-8,Fenno St,60,C-1,144,6,3,924,2158,1474,Neighborhood Nine,2.0,0.68,2158.0,57.18,-71.129081898,42.3854732256
257,206-80,Fenno St,44,C-1,144,10,5,888,3189,1776,Neighborhood Nine,2.25,0.56,3189.0,72.15,-71.1295633548,42.3853129015
4058,206-81,Newell Ter,12,B,141,10,4,1196,4463,2691,Neighborhood Nine,2.25,0.6,4463.0,73.2,-71.1274523472,42.3853960921
4876,206-82,Huron Ave,37,B,141,14,5,1034,4159,2627,Neighborhood Nine,0.0,0.63,2079.5,75.14,-71.1276681609,42.3849311667
4485,206-83,Huron Ave,33,B,141,9,4,1282,4474,2521,Neighborhood Nine,2.25,0.56,4474.0,71.35,-71.1275255996,42.384992805
11932,206-84,Huron Ave,29,B,141,10,5,1283,4537,3528,Neighborhood Nine,2.75,0.78,2268.5,71.72,-71.1273818599,42.3850565098
8019,206-85,Huron Ave,25,B,141,10,4,1282,4600,3199,Neighborhood Nine,2.25,0.7,2300.0,72.13,-71.1272369066,42.3851200359
3329,206-87,Winslow St,38,C-1,144,10,5,1479,5057,3894,Neighborhood Nine,3.0,0.77,2528.5,70.75,-71.1291359969,42.3848470613
