7863,236-136,Lakeview Ave,127-A,A-1,238,10,5,1437,16209,2633,West Cambridge,1.75,TWO-FAM-RES,0.16,8104.5,91.13,-71.139018587,42.380146713
11878,236-37,Lakeview Ave,115,A-1,238,16,8,6302,13643,6302,West Cambridge,0.0,CONDO-BLDG,0.46,6821.5,53.81,-71.1394995186,42.3799766434
9911,238-44,Channing Pl,2,A-1,264,15,7,4800,12906,4800,West Cambridge,0.0,CONDO-BLDG,0.37,6453.0,62.81,-71.135876957,42.3777644964
7356,240-31,Mt Auburn St,361,A-1,317,12,5,1196,4526,2571,West Cambridge,0.0,CONDO-BLDG,0.57,2263.0,73.57,-71.1366388009,42.3752057786
4321,240-32,Mt Auburn St,363,A-1,317,12,5,941,4195,2711,West Cambridge,0.0,CONDO-BLDG,0.65,2097.5,77.57,-71.1367234257,42.3751970925
9443,240-33,Mt Auburn St,371,A-1,317,10,4,1062,4728,2063,West Cambridge,0.0,CONDO-BLDG,0.44,2364.0,77.54,-71.1368967036,42.3752017557
6244,240-34,Mt Auburn St,375,A-1,317,15,6,1428,4676,3733,West Cambridge,2.5,TWO-FAM-RES,0.8,2338.0,69.46,-71.1370645914,42.3751758036
7489,240-42,Channing St,15-A,A-1,301,8,5,483,8050,3739,West Cambridge,2.5,MULTIPLE-RES,0.46,8050.0,94.0,-71.1359581638,42.3754934378
192,240-52,Traill St,18-2,A-1,301,22,9,7044,13987,7044,West Cambridge,0.0,CONDO-BLDG,0.5,6993.5,49.64,-71.1361955612,42.3755238028
10848,242A-141,Gerrys Landing Rd,6,A-1,336,11,6,1014,7889,2717,West Cambridge,2.75,TWO-FAM-RES,0.34,3944.5,87.15,-71.1377857564,42.374294433
2537,242B-52,Gerrys Landing Rd,1,A-1,336,8,4,806,23682,2425,West Cambridge,1.75,TWO-FAM-RES,0.1,11841.0,96.6,-71.1368453197,42.3737895058
9082,242B-53,Gerrys Landing Rd,30,A-1,336,22,16,5379,40760,13235,West Cambridge,3.0,Private Secondary Education,0.32,40760.0,86.8,-71.136339874,42.3735948567
4195,242B-54,Coolidge Hill,197,A-1,336,11,4,2318,37728,6252,West Cambridge,2.0,Private Secondary Education,0.17,37728.0,93.86,-71.1364760901,42.372899456
2238,242B-56,Gerrys Landing Rd,40,A-1,336,None,None,54610,356478,121586,West Cambridge,3.0,Private Secondary Education,0.34,356478.0,84.68,-71.1357755052,42.3733056402
7161,246-26,Elmwood Ave,15,A-1,306,14,7,7934,11699,7934,West Cambridge,0.0,CONDO-BLDG,0.68,5849.5,32.18,-71.1377233044,42.3760061884
726,246-9,Elmwood Ave,33-A,A-1,306,20,7,728,113299,8387,West Cambridge,3.0,MULTIPLE-RES,0.07,113299.0,99.36,-71.1384481818,42.3758048239
3677,247-185,Fresh Pond Pkwy,45,A-2,247,10,3,1256,11680,2676,West Cambridge,2.25,TWO-FAM-RES,0.23,11680.0,89.25,-71.1416616744,42.377538528
5500,247-59,Lexington Ave,18,A-1,246,17,8,4859,6666,4859,West Cambridge,0.0,CONDO-BLDG,0.73,3333.0,27.11,-71.1400389071,42.3767793812
9074,249-199,Fresh Pond Pkwy,105,A-2,250,14,6,1218,6206,3371,West Cambridge,2.75,TWO-FAM-RES,0.54,3103.0,80.37,-71.1442745852,42.3798658835
5779,251-203,Larchwood Dr,47,A-2,283,13,5,1375,6154,3595,West Cambridge,3.0,TWO-FAM-RES,0.58,6154.0,77.66,-71.1452345778,42.3769625515
2480,251-251,Huron Ave,524,A-2,255,10,4,1356,8428,3219,West Cambridge,2.25,TWO-FAM-RES,0.38,8428.0,83.91,-71.1448240456,42.3796741555
